from_port,to_port,from_lat,from_lon,to_lat,to_lon,count,route_key
FORT BANJOEWANGIE,OEJONG SANKA,-8.2,114.35,-6.72,112.39,3,"('FORT BANJOEWANGIE', 'OEJONG SANKA')"
ANTIGUA,CURAÇAO,17.12,-61.85,12.34,-68.5,3,"('ANTIGUA', 'CURAÇAO')"
PARAMARIBO,DEMERARIJ,5.83,-55.15,6.98,-58.18,3,"('DEMERARIJ', 'PARAMARIBO')"
TOULON,MARSEILLE,43.12,5.93,43.3,5.37,3,"('MARSEILLE', 'TOULON')"
BANDA,AMBOINA,-4.585,129.81,-3.68,128.3,2,"('AMBOINA', 'BANDA')"
PORTO CABELLO,CURACAO,10.61,-68.07,12.21,-68.34,2,"('CURACAO', 'PORTO CABELLO')"
LA GUAYRA,PORTO CABELLO,10.78,-67.14,10.61,-68.07,2,"('LA GUAYRA', 'PORTO CABELLO')"
BANDA,AMBON,-4.585,129.81,-3.68,128.16,2,"('AMBON', 'BANDA')"
PLYMOUTH,NIEUWENDIEP,50.35,-4.16,52.28,3.28,2,"('NIEUWENDIEP', 'PLYMOUTH')"
ST EUSTATIUS,ST MARTIN,17.5,-62.97,17.725,-59.355,2,"('ST EUSTATIUS', 'ST MARTIN')"
CARACAS,PUERTO CABELLO,10.67,-67.02,11.045,-67.97999999999999,2,"('CARACAS', 'PUERTO CABELLO')"
LA GUAIJRA,CURAÇAO,10.87,-67.03,12.34,-68.5,2,"('CURAÇAO', 'LA GUAIJRA')"
PUNTE GALE,COLOMBO,6.02,80.22,6.91,79.86,1,"('COLOMBO', 'PUNTE GALE')"
MIDDELBURG,RAMMEKENS,51.5,3.6,51.45,3.65,1,"('MIDDELBURG', 'RAMMEKENS')"
PUERTO CABELLO,BONAIRE,11.045,-67.97999999999999,12.16,-68.355,1,"('BONAIRE', 'PUERTO CABELLO')"
COLOMBO,COCHIN,6.91,79.86,9.96,76.25,1,"('COCHIN', 'COLOMBO')"
NORFOLK SOUND,PORT BANKS,56.93,-135.65,56.54,-135.05,1,"('NORFOLK SOUND', 'PORT BANKS')"
PORT EGMONT,BRETTS HARBOUR,-51.7,-57.85,-51.33,-60.2,1,"('BRETTS HARBOUR', 'PORT EGMONT')"
ST MAARTEN,ST THOMAS,17.715,-62.52,17.96,-65.14500000000001,1,"('ST MAARTEN', 'ST THOMAS')"
MARTINIQUE,GUADELOUPE,15.65,-61.745000000000005,16.25,-61.58,1,"('GUADELOUPE', 'MARTINIQUE')"
BONAIRE,CURACAO,12.16,-68.355,12.21,-68.34,1,"('BONAIRE', 'CURACAO')"
ST EUSTATIUS,ST MAARTEN,17.5,-62.97,17.715,-62.52,1,"('ST EUSTATIUS', 'ST MAARTEN')"
BRETTS HARBOUR,PORT EGMONT,-51.33,-60.2,-51.7,-57.85,1,"('BRETTS HARBOUR', 'PORT EGMONT')"
